PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
06zHm,3R1bk1/5p2/4b1pq/p1Q5/8/8/1PP5/4K3 b - - 5 36,h6f4 c5f8 g8h7 f8h8,1023,78,81,404,endgame mate mateIn2 short,https://lichess.org/0aptRTSa/black#72,
06zQg,r2r4/RR6/5kp1/p7/P3Kp2/8/6PP/8 b - - 1 36,g6g5 b7b6 d8d6 b6d6,1824,75,95,14687,endgame mate mateIn2 rookEndgame short,https://lichess.org/bsDcGQGy/black#72,
06zQk,5rk1/pp3ppp/8/7r/4Pn2/1NP2Q2/PP3P2/R2R1K1q w - - 4 26,f3h1 h5h1,651,112,94,602,mate mateIn1 middlegame oneMove,https://lichess.org/ttpro77Z#51,
06zTv,r4k1r/2R2ppp/4p3/2QpP3/6P1/8/q2BKP1P/8 b - - 2 22,f8g8 c7c8 a8c8 c5c8,780,96,96,668,backRankMate endgame master mate mateIn2 short,https://lichess.org/a9bp33Vu/black#44,
06zWH,2rrnnk1/1b3pp1/ppq5/2p1P2Q/5P2/1P1R2N1/PB5P/1BR3K1 w - - 1 25,d3d8 c6g2,1399,99,55,29,master mate mateIn1 middlegame oneMove,https://lichess.org/M5GvgFxs#49,
06zX6,8/pR6/4p1k1/4p1pp/4P2n/P1r4P/8/6RK w - - 0 31,b7a7 c3h3,669,81,88,257,endgame master mate mateIn1 oneMove,https://lichess.org/ny4qwkRK#61,
06zbS,6k1/2R2p1p/8/3br3/1P1N1p1P/6P1/2P2P2/6K1 w - - 1 30,c7c5 e5e1 g1h2 e1h1,729,80,83,314,endgame mate mateIn2 short,https://lichess.org/U7285HLi#59,
06zho,r5kr/p3pp1p/6pP/1p1q1B2/8/8/PP1Q1PP1/2KR3R b - - 0 21,d5f5 d2d8 a8d8 d1d8,605,86,78,166,endgame mate mateIn2 sacrifice short,https://lichess.org/QT31CO7k/black#42,
06zsb,8/2r1kpp1/p3p2p/8/1p3P2/1Pq3P1/P1P1Q2P/2KR4 w - - 1 28,d1d2 c3a1,1131,82,58,141,endgame mate mateIn1 oneMove,https://lichess.org/es1uJiLA#55,
070QD,r4rk1/pp3qpp/2p1p3/2PpP3/3P3n/2P1Q1R1/P3N1PP/R5K1 w - - 9 19,a1f1 f7f1,420,99,86,253,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/gid8jkbx#37,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
070Sq,k1r2r2/p5pp/1p6/4R3/3P4/1P2P3/6PP/3R2K1 w - - 2 30,d1d3 c8c1 d3d1 c1d1,625,85,100,100,endgame mate mateIn2 rookEndgame short,https://lichess.org/U0R6hysb#59,
070Yn,r4r2/ppp4k/3p2pb/3Np3/2Pn3q/1P1n4/PB1P2Q1/1BRK2N1 b - - 5 25,d3c1 g2g6 h7h8 g6h7,1419,85,74,38,mate mateIn2 middlegame short,https://lichess.org/ivjxAQqE/black#50,
070h2,3r1rk1/ppp2ppp/1b6/2q5/N1B2Bn1/5n2/PP3PPP/R1Q1R1K1 w - - 2 21,g2f3 c5f2 g1h1 f2f3,1766,75,91,1569,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/A2nNuepw#41,
070ry,8/4kp2/2KN3R/2P5/1r5P/8/3r4/8 b - - 6 43,d2h2 d6f5 e7f8 h6h8,1044,75,98,435,endgame mate mateIn2 short,https://lichess.org/WfyWGGNG/black#86,
070uE,4r3/1p1k1Q1p/2p2n2/8/3q4/3P2P1/5P1P/R5K1 b - - 0 29,d7c8 a1a8,977,77,91,286,endgame master mate mateIn1 oneMove,https://lichess.org/AFrWDrHT/black#58,
070xx,r3k3/pp2P1p1/2p1K3/6p1/6P1/8/P4n1P/5R2 b - - 9 42,a8c8 f1f2 c6c5 f2f8,954,149,26,24,endgame hangingPiece mate mateIn2 short,https://lichess.org/kXRXkBQa/black#84,
0712F,r1bqr1k1/pp3p1Q/n3pbB1/8/3N4/2P5/PP4PP/RN4K1 b - - 5 18,g8f8 h7f7,1131,83,93,356,mate mateIn1 middlegame oneMove,https://lichess.org/zJqXct91/black#36,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
071OY,r3k2r/pbpp1Q2/1pn5/2b1q1N1/8/2N5/PPP2PPP/3R1RK1 b - - 3 17,e8d8 f7d7,1390,75,93,2289,mate mateIn1 middlegame oneMove,https://lichess.org/HP8mLYU4/black#34,Italian_Game Italian_Game_Two_Knights_Defense
071tn,2k5/1bp5/1pnpp2q/pB4b1/P1NPP3/2P2Rp1/1P2Q1P1/3R3K w - - 1 28,h1g1 h6h2 g1f1 h2h1,1062,76,100,137,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/RvmEouWi#55,
071x4,r1k3r1/p2n1Rb1/2ppB3/4pQ2/8/2P5/Pq4PP/RN5K w - - 0 24,f7d7 b2c1 f5f1 c1f1,1356,77,87,823,mate mateIn2 middlegame short,https://lichess.org/0DykJ9zz#47,
0724T,r1b1r3/pppq3k/3p1Bp1/3P1p2/2P4Q/3p4/P5PP/5RK1 b - - 1 24,h7g8 h4h8 g8f7 h8g7,886,81,95,90,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/TTCUqeuD/black#48,
072P4,2k1r2r/5pp1/2p1p3/Q3N2p/P3bP2/1q5P/6P1/2R2R1K w - - 2 26,e5c6 b3h3 h1g1 h3g2,1311,75,94,14345,mate mateIn2 middlegame pin short,https://lichess.org/hzG9Jipa#51,
072Q8,4r3/R4pkp/8/p1p1N3/P3n1p1/1P6/2P2PPP/5K2 w - - 2 28,e5f7 e4d2 f1g1 e8e1,936,82,84,374,backRankMate endgame mate mateIn2 short,https://lichess.org/MFJRdaiw#55,
0730Z,1r6/7k/3b1p1p/q3p1pP/2Bp4/3P1P2/2K3P1/Rr2B2R w - - 0 36,a1a5 b8b2,1048,78,92,544,mate mateIn1 middlegame oneMove,https://lichess.org/LFvLj33q#71,
0738S,2kr3r/nppbqpp1/pN2pn1p/8/3P4/P2BPNP1/1PQ2PP1/2R1K2R b K - 3 14,c8b8 c2c7,945,96,94,884,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/BTx88m26/black#28,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
073Eh,rnbqkbnr/3ppppp/pp6/2p5/2B1P3/2N2Q2/PPPP1PPP/R1B1K1NR b KQkq - 1 4,c8b7 c4f7,447,101,69,207,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/mzGaBxLf/black#8,Owen_Defense Owen_Defense_Other_variations
073KN,5qk1/6r1/3rp2Q/8/1p1P1P2/2p3P1/2n4R/6K1 b - - 9 41,g7h7 h6h7,1426,85,84,200,endgame mate mateIn1 oneMove,https://lichess.org/CAn8gCfO/black#82,
073Wk,r5r1/pp5k/n2p1q1p/2pP1R2/2P5/P1NBp1bP/1P4P1/R5KQ b - - 0 28,f6d4 f5f7 h7h8 f7h7,992,89,95,2739,doubleCheck mate mateIn2 middlegame short,https://lichess.org/djjZVD5B/black#56,
073e8,1r4k1/p5pp/7q/8/2P1P3/K1QP4/PP5P/6R1 w - - 5 31,g1g2 h6a6 c3a5 a6a5,1015,78,80,285,endgame mate mateIn2 short,https://lichess.org/X09uv0Pz#61,
073l1,6k1/5ppp/2b1p2q/4P3/1P1P4/4r3/B4RPP/2Q3K1 w - - 3 26,c1c6 e3e1 f2f1 h6e3 g1h1 e1f1,982,84,90,1830,backRankMate clearance deflection endgame long mate mateIn3,https://lichess.org/NM5pkHvI#51,
074AR,6k1/p1Q2p1p/bp2pbp1/4N2P/1q3P2/1B6/PK4P1/8 b - - 4 30,b4f4 c7f7 g8h8 f7f8,1618,75,96,4004,endgame mate mateIn2 short,https://lichess.org/MQnMo6vn/black#60,
074BS,3r1r1k/1b2npR1/p3pq2/1p1p2Rp/4P3/8/PPPQB2P/7K b - - 3 27,e7g6 g5h5 h8g7 d2h6 g7g8 h6h7,1125,82,94,2518,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/6IG0jOXT/black#54,
074aY,4r3/7k/2ppn1p1/6qp/1P1bP3/3N3P/P2Q2BP/3R1r1K w - - 0 32,g2f1 g5g1,595,83,100,369,master mate mateIn1 middlegame oneMove,https://lichess.org/ggfX1ahm#63,
074gd,2k2q2/1pp5/p1p5/4p1Rp/4N2n/3P3P/PPP2P1K/R7 w - - 2 26,h2g3 f8f4,1667,80,92,6877,endgame master mate mateIn1 oneMove,https://lichess.org/sEUcqqrl#51,
074gl,r7/ppR5/7k/3q1P2/1P3Bp1/5n2/P5Q1/7K b - - 3 38,h6h5 c7h7,944,77,100,324,endgame mate mateIn1 oneMove,https://lichess.org/fw61F1pf/black#76,
074no,2r2k2/R5Rp/6p1/4N3/8/4n2P/P1r3PK/8 w - - 2 34,g7h7 c2g2 h2h1 c8c1,1063,87,94,1132,endgame mate mateIn2 short,https://lichess.org/IcyA1Wi2#67,
07505,8/8/8/7p/7R/4k2P/P5r1/4K3 w - - 3 44,h4h5 g2g1,1177,77,87,203,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/O6pXEQsM#87,
0755M,4r1k1/2p1rpp1/p2b1n1p/1p1P4/1P6/P1NRB2P/5PP1/3R2K1 w - - 3 23,e3c5 e7e1 d1e1 e8e1,970,91,94,993,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/VOgFEpSu#45,
075fC,6k1/p5pp/3R4/8/8/1P3pP1/P1r2P1P/5K2 w - - 0 32,a2a4 c2c1 d6d1 c1d1,495,97,88,76,endgame mate mateIn2 rookEndgame short,https://lichess.org/pIItr3v8#63,
075iw,5r1k/p5pp/2p1Q3/1pq1p3/4P3/8/B4PPP/5RK1 w - - 0 32,f1d1 c5f2 g1h1 f2f1 d1f1 f8f1,1194,78,88,306,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/IY01hqjJ#63,
075w2,r4kr1/pppb2p1/2nq3p/2b2P2/4p1PP/2NP1P2/PPPB4/R2QK1NR w KQ - 0 13,f3e4 d6g3 e1f1 g3f2,1169,77,84,409,mate mateIn2 middlegame short,https://lichess.org/zKtZ8URp#25,Vienna_Game Vienna_Game_Anderssen_Defense
076ID,rn1qr2k/pp3Qpp/8/2p2b2/4p3/1BB4P/PPP2PP1/R5K1 b - - 1 19,f5g6 f7g7,835,95,96,746,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/2iRfV6Uz/black#38,Philidor_Defense Philidor_Defense_Other_variations
076PM,r4bkr/6p1/p1q1P1np/2pN1Q2/8/8/PPP3PP/R1B4K b - - 0 20,g6e7 f5f7 g8h7 d5f6,1576,77,89,668,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/r5swDL0D/black#40,
076c4,6k1/2R2pp1/7p/1Q2N1q1/1b1Pb3/8/PP3PPP/6K1 w - - 1 26,f2f3 g5e3 g1h1 e3e1 b5f1 e1f1,1332,75,98,332,endgame long mate mateIn3,https://lichess.org/mfQU5J4Y#51,
076eW,4r2Q/pp3bp1/3k1p2/2bp4/6P1/P1NB1K1P/1PP4q/4R3 w - - 7 28,e1e8 h2f2,1089,84,90,320,mate mateIn1 middlegame oneMove,https://lichess.org/dr0lhFgx#55,
076iU,8/kp6/pq6/3Q4/8/6NP/PPr2PP1/1R4K1 w - - 0 31,d5b3 b6f2 g1h2 f2g2,943,83,92,249,endgame mate mateIn2 short,https://lichess.org/nQvATnnz#61,
076nr,rnb1k1nr/ppp2ppp/3p4/2b1p3/2P3Pq/7P/PP1PPPB1/RNBQK1NR w KQkq - 1 5,g1f3 h4f2,920,80,87,263,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/gpUUVOMk#9,
077AU,5rk1/1pp5/p2p2p1/3P2B1/4P2P/PB5b/1PP1Q2P/5qK1 w - - 2 30,e2f1 f8f1,726,106,80,255,endgame mate mateIn1 oneMove,https://lichess.org/29uA7q0t#59,
077Js,3rk3/6b1/5pP1/4p3/pp1P4/P1P1B3/qPK5/3R2Q1 w - - 0 32,d4e5 b4b3 c2c1 a2a1,1601,113,-1500,29,endgame mate mateIn2 short,https://lichess.org/zxZgn5CU#63,
077Vq,3r1r1k/p3q2p/1pn1pP1P/4p3/2P2Pp1/P2Q4/1PB1KP2/6RR b - - 0 30,e7f6 d3h7,761,99,77,457,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IZadd50x/black#60,
077W0,7k/5p1p/3B4/2p5/1bP1r2P/p5R1/P6P/6K1 b - - 0 42,e4h4 d6e5 f7f6 e5f6,951,86,95,1912,endgame mate mateIn2 short,https://lichess.org/1qTBEUTZ/black#84,
077bf,rn1r2k1/pp3ppp/2pq4/5b2/8/2P1P1P1/PPQ1NPBP/R3K2R w KQ - 7 15,c2f5 d6d2 e1f1 d2d1 a1d1 d8d1,1070,81,70,192,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ZWaL1uvk#29,English_Opening English_Opening_Anglo-Indian_Defense
078OB,6q1/pp3p1k/4p1rp/3p3K/3P1QR1/P1P5/5P2/8 b - - 15 45,g6g4 f4h6,1712,82,76,330,endgame mate mateIn1 oneMove,https://lichess.org/3GM2kr0k/black#90,
078RG,r1bq1rk1/1p3pb1/p3p3/3pP1NB/2nP3P/2N1P3/PPQ5/R3K2R b KQ - 0 18,c4e3 c2h7,825,82,91,213,mate mateIn1 middlegame oneMove,https://lichess.org/msqUHhOt/black#36,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation
078uD,r1b2rk1/ppp3p1/2nb3p/3Bp1Nq/2P5/P3B2P/1PQ2PP1/R3R1K1 b - - 1 17,g8h8 c2h7,1378,75,93,1439,mate mateIn1 middlegame oneMove,https://lichess.org/fdZYhJdz/black#34,Zukertort_Opening Zukertort_Opening_Dutch_Variation
